Symbol,Date,Open,High,Low,Close,Adj Close,Volume
TWTR,7/17/2018,43.59,45.259998,43.150002,44.709999,44.709999,20122300
TWTR,7/18/2018,44.189999,44.75,42.740002,43.34,43.34,26536800
TWTR,7/19/2018,43.27,43.869999,43.110001,43.439999,43.439999,13262300
UA,6/20/2018,21.07,21.43,20.860001,21.360001,21.360001,2494600
UA,6/21/2018,21.16,21.67,21.025,21.08,21.08,1916900
UA,6/22/2018,21.27,21.360001,20.77,20.790001,20.790001,3222200
UA,6/25/2018,20.67,20.91,20.209999,20.76,20.76,2945900
UA,6/26/2018,20.790001,21.290001,20.665001,21.08,21.08,2043300
UA,6/27/2018,21.049999,21.795,20.91,21.219999,21.219999,2794500
UA,6/28/2018,21.15,21.855,21.02,21.84,21.84,3331500
UA,6/29/2018,22.190001,22.68,21.040001,21.08,21.08,4638700
UA,7/2/2018,20.950001,21.360001,20.540001,21.15,21.15,3962900
UA,7/3/2018,21.24,21.485001,21.040001,21.1,21.1,1491500
UA,7/5/2018,21.200001,21.26,20.450001,20.75,20.75,1816100
UA,7/6/2018,20.75,21.129999,20.665001,20.870001,20.870001,1268600
UA,7/9/2018,20.969999,21.030001,20.32,20.799999,20.799999,2880800
UA,7/10/2018,20.84,21.16,20.743999,21.15,21.15,1797200
UA,7/11/2018,20.84,21.24,20.725,20.84,20.84,1386600
UA,7/12/2018,21,21,20.434999,20.5,20.5,1925700
UA,7/13/2018,20.530001,20.719999,19.875,20.23,20.23,2435000
UA,7/16/2018,20.15,20.41,19.995001,20.110001,20.110001,2564600
UA,7/17/2018,20,20.33,19.940001,20.01,20.01,2611400
UA,7/18/2018,20,20.375,19.92,20.02,20.02,3865100
UA,7/19/2018,19.92,20.34,19.719999,20.190001,20.190001,2817500
