Academic Year,TAP College Code,Federal School Code,TAP College Name ,Sector Type,TAP Sector Group,TAP Recipient Headcount,TAP Recipient FTEs,TAP Recipient Dollars
2020,10,2666,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1343,1247.89,3827369
2020,2000,2860,ADIRONDACK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,603,459.94,1247648
2020,995,2885,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,163,162.45,449133
2020,20,2668,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,442,395.17,1217828
2020,7952,10813,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,36,27.32,80168
2020,1075,7465,AMERICAN ACAD OF DRAMATIC ARTS,PRIVATE,5-INDEPENDENT,3,3.06,12364
2020,25,6435,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,2,1.37,4640
2020,1620,6435,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,1,1.03,5076
2020,7725,30955,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,946,772.03,2364703
2020,1525,30955,ASA INST OF BUS NURSING PROGRAM,PRIVATE,5-INDEPENDENT,8,4.07,15489
2020,8201,11208,ASSOCIATED BETH RIVKAH SCHOOL,PRIVATE,9-CHAPTER XXII,72,74.68,316876
2020,8202,42678,BAIS BINYOMIN ACADEMY,PRIVATE,9-CHAPTER XXII,19,17.86,63916
2020,8274,26229,BAIS MEDROSH ELYON,PRIVATE,9-CHAPTER XXII,1,0.54,2795
2020,35,2671,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,215,210.32,715889
2020,155,2708,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,224,209.3,794971
2020,8204,41928,BE'ER YAAKOV TALMUDIC SEMINARY,PRIVATE,9-CHAPTER XXII,438,449.69,2066953
2020,8206,37133,BEIS MEDRASH HEICHAL DOVID,PRIVATE,9-CHAPTER XXII,30,31.39,109562
2020,7030,8556,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,266,193.23,743979
2020,6730,8556,BERKELEY COLLEGE 4YR,PRIVATE,6-BUS. DEGREE,534,477.22,1695148
2020,8209,11192,BETH HAMEDRASH SHAAREI YOSHER,PRIVATE,9-CHAPTER XXII,36,38.96,182427
2020,8211,42104,BETH MEDRASH MEOR YITZCHOK,PRIVATE,9-CHAPTER XXII,61,63.31,295172
2020,8207,42272,BET MEDRASH GADOL ATEREST TORAH,PRIVATE,9-CHAPTER XXII,49,48.7,179816
2020,2262,13029,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,369,295.61,1197859
2020,2025,2862,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1141,880.97,2631036
2020,7730,2678,BRYANT & STRATTON ALBANY,PRIVATE,6-BUS. DEGREE,192,148.42,574291
2020,6830,2678,BRYANT & STRATTON BBA ALBANY,PRIVATE,6-BUS. DEGREE,4,4.14,12174
2020,6836,2678,BRYANT & STRATTON BBA SYRACUSE,PRIVATE,6-BUS. DEGREE,21,15.51,66202
2020,6732,2678,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,208,163.84,556868
2020,7732,2678,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,968,785.86,3143383
2020,6734,2678,BRYANT & STRATTON GREECE,PRIVATE,6-BUS. DEGREE,12,7.93,28226
2020,7734,2678,BRYANT & STRATTON ROCHESTER,PRIVATE,6-BUS. DEGREE,185,145.57,560140
2020,7736,2678,BRYANT & STRATTON SYRACUSE,PRIVATE,6-BUS. DEGREE,305,240.72,956340
2020,90,2681,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,567,529.78,1489683
2020,7901,41256,CAREER SCHOOL OF NY INC,PRIVATE,7-BUS. NON-DEG,21,27.67,101187
2020,2005,2861,CAYUGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,544,421.93,1247622
2020,2035,2685,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,304,281.1,918018
2020,8223,42432,CENTRAL YESHIVA BETH JOSEPH,PRIVATE,9-CHAPTER XXII,2,1.62,8212
2020,1610,11614,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,4,5.49,12098
2020,120,2699,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,563,520.19,1266738
2020,2036,6787,CLINTON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,211,159.61,512307
2020,125,2701,COLGATE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,162,159.9,458460
2020,140,2705,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,727,657.17,1939635
2020,7124,5208,COLL WESTCHESTER 2YR,PRIVATE,6-BUS. DEGREE,163,147.55,597116
2020,7121,5208,COLL WESTCHESTER 2YR EVE,PRIVATE,6-BUS. DEGREE,94,64.04,236018
2020,6124,5208,COLL WESTCHESTER 4YR BBA DAY,PRIVATE,6-BUS. DEGREE,205,212.54,790916
2020,6121,5208,COLL WESTCHESTER 4YR BBA EVE,PRIVATE,6-BUS. DEGREE,59,45.51,140294
2020,6122,5208,COLL WESTCHESTER EVE BACH ONLINE,PRIVATE,6-BUS. DEGREE,23,16.03,40661
2020,7131,5208,COLL WESTCHESTER ONLINE ASSOC EVE,PRIVATE,6-BUS. DEGREE,24,17.07,59594
2020,130,2703,COL OF MT ST VINCENT 4YR SEM,PRIVATE,5-INDEPENDENT,958,856.92,3018145
2020,2038,6789,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,127,95.96,277545
2020,171,2707,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,441,406.41,1463958
2020,2040,2709,CONCORDIA COLLEGE,PRIVATE,5-INDEPENDENT,212,166.73,544289
2020,8224,42769,CONGREGATION TALMIDEI MESIVTA TIF,PRIVATE,9-CHAPTER XXII,92,97.41,466313
2020,170,2710,COOPER UNION ADVNCMT SCI ART,PRIVATE,5-INDEPENDENT,101,100.83,310730
2020,175,2711,CORNELL UNIVERSITY,PRIVATE,5-INDEPENDENT,506,349.34,1181936
2020,174,2711,CORNELL UNIV STATUTORY COLLEGES,PUBLIC,3-SUNY SO,327,260.03,913351
2020,2042,2863,CORNING COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,492,392.06,1182950
2020,190,6445,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,31,18.59,54423
2020,8226,4776,CTL YESH TOMCHEI TMIMIM LUBAVITZ,PRIVATE,9-CHAPTER XXII,14,13.53,66489
2020,2045,7304,CULINARY INSTITUTE OF AMERICA 2YR,PRIVATE,5-INDEPENDENT,42,33.1,105801
2020,6045,7304,CULINARY INSTITUTE OF AMERICA 4YR,PRIVATE,5-INDEPENDENT,81,78.93,277029
2020,1409,7273,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,6649,5663.5,20962484
2020,1400,2692,CUNY BRONX CC,PUBLIC,2-CUNY CC,3364,2425.81,8869843
2020,1410,2687,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,6996,5751.69,21550974
2020,1411,2688,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,6286,5420.2,20211391
2020,1417,2698,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,5052,4232.74,14920045
2020,1422,4765,CUNY GRAD CTR-SCHOL OF LABOR UG,PUBLIC,1-CUNY SR,2,2.08,3348
2020,1420,4765,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,433,308.15,1043734
2020,1412,7022,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,5804,4615.29,16890127
2020,1401,8611,CUNY HOSTOS CC,PUBLIC,2-CUNY CC,1934,1368.9,5049933
2020,1413,2689,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,8612,7369.46,26257165
2020,1414,2693,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,7435,6310.18,22703200
2020,1402,2694,CUNY KINGSBOROUGH CC,PUBLIC,2-CUNY CC,3189,2315.61,8066866
2020,1403,10051,CUNY LAGUARDIA CC,PUBLIC,2-CUNY CC,3943,2905.22,9964143
2020,1404,2691,CUNY MANHATTAN CC,PUBLIC,2-CUNY CC,7497,5504.13,19385069
2020,1415,10097,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,2197,1640.6,5852660
2020,1405,2696,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,6570,4937.31,18543464
2020,1407,2697,CUNY QUEENSBOROUGH CC,PUBLIC,2-CUNY CC,3409,2549.47,8340264
2020,1416,2690,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,6654,5469.18,19422075
2020,1421,42101,CUNY STELLA & CHARLES GUTTMAN CC,PUBLIC,2-CUNY CC,543,414.36,1490499
2020,1418,4759,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2950,2441.18,8665354
2020,670,2808,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,628,573.06,1633134
2020,2265,21691,DAVIS COLLEGE,PRIVATE,5-INDEPENDENT,4,3.06,12672
2020,6315,10727,DEVRY COLLEGEE OF NEW YORK 4YR,PRIVATE,6-BUS. DEGREE,84,69.29,211125
2020,2315,10727,DEVRY COLLEGE OF NEW YORK 2YR,PRIVATE,6-BUS. DEGREE,4,2.59,9753
2020,2050,2713,DOMINICAN COLLEGE BLAUVELT 4YR UG,PRIVATE,5-INDEPENDENT,424,389.06,1219366
2020,2051,2713,DOMINICAN COLLEGE-WEEKEND 4YR UG,PRIVATE,5-INDEPENDENT,1,0.34,910
2020,2053,2864,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,761,580.09,1425815
2020,195,2712,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,395,350.61,1069477
2020,580,42514,ELIM BIBLE INSTITUTE AND COLLEGE,PRIVATE,5-INDEPENDENT,23,19.86,61127
2020,7260,9043,ELMIRA BUSINESS INST,PRIVATE,6-BUS. DEGREE,26,20.69,71352
2020,215,2718,ELMIRA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,193,180.78,482613
2020,2330,42622,ELYON COLLEGE,PRIVATE,5-INDEPENDENT,45,31.57,83379
2020,7510,22195,EMPIRE EDUC CORP (MILDRED ELLEY),PRIVATE,6-BUS. DEGREE,804,662.01,1981227
2020,2065,10684,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2009,1540.03,5112522
2020,999,2834,EXCELSIOR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,43,26.78,82803
2020,2070,2866,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,975,869.83,2860635
2020,975,2866,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,842,754.98,2378892
2020,2256,7532,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1023,759.41,2133473
2020,847,21601,FINGER LAKES HEALTH COLL NURSING,PRIVATE,5-INDEPENDENT,13,8.11,23990
2020,2075,12561,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,273,249.99,843081
2020,245,2722,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,1133,1100.85,4350512
2020,2240,2867,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,393,288.72,941725
2020,2252,6782,GENESEE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,664,485.2,1290938
2020,270,2728,HAMILTON COLLEGE,PRIVATE,5-INDEPENDENT,181,161.94,505654
2020,285,2729,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,359,328.97,960886
2020,288,10153,HELENE FULD SCHOOL REG NURS BA,PRIVATE,5-INDEPENDENT,34,30.38,97526
2020,287,10153,HELENE FULD SCHOOL REG NURSING,PRIVATE,5-INDEPENDENT,91,54.45,137021
2020,2254,4788,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,719,542.16,1715060
2020,2083,2735,HILBERT COLLEGE,PRIVATE,5-INDEPENDENT,350,312.16,825534
2020,295,2731,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,250,241.38,740624
2020,300,2732,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,819,766.32,2503328
2020,305,2734,HOUGHTON COLLEGE,PRIVATE,5-INDEPENDENT,296,276.94,752440
2020,2080,2868,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1326,1025.78,2726673
2020,325,2737,IONA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,696,662.52,1990957
2020,1535,21579,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,90,74.62,270022
2020,2275,7375,ISLAND DRAFTING & TECHNICAL INST.,PRIVATE,6-BUS. DEGREE,31,28.96,63882
2020,330,2739,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,780,752.78,2085528
2020,7480,8495,JAMESTOWN BUSINESS COLL 2 YR ASSO,PRIVATE,6-BUS. DEGREE,202,167.55,602775
2020,6480,8495,JAMESTOWN BUSINESS COLL 4YR BBA,PRIVATE,6-BUS. DEGREE,62,50.51,174995
2020,2085,2869,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,682,527.27,1607410
2020,2220,2870,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,561,426.7,1297325
2020,340,2742,JUILLIARD SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,13,13.24,43127
2020,8228,10549,KEHILATH YAKOV RABBINCAL SEMINARY,PRIVATE,9-CHAPTER XXII,110,116.89,557819
2020,345,2744,KEUKA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,420,353.41,998298
2020,375,2748,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,765,718.28,2127964
2020,2178,7466,LIM COLLEGE,PRIVATE,6-BUS. DEGREE,131,112.22,371561
2020,7941,20937,LONG ISLAND BUS INST 2YR TRIMEST,PRIVATE,6-BUS. DEGREE,9,4.65,15247
2020,7738,20937,LONG ISLAND BUS INST UG SEMESTER,PRIVATE,6-BUS. DEGREE,1236,995.21,3276679
2020,403,2751,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1616,1417.59,4920016
2020,8235,13026,MACHZIKEI HADATH RABBINICAL COLL,PRIVATE,9-CHAPTER XXII,103,104.98,486435
2020,7977,7401,MANDL SCHOOL,PRIVATE,6-BUS. DEGREE,313,262.61,766000
2020,407,2758,MANHATTAN COLLEGE - 2 YR,PRIVATE,5-INDEPENDENT,60,49.4,226384
2020,405,2758,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,825,779.64,2651352
2020,7937,31933,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,141,113.21,371117
2020,410,2759,MANHATTAN SCHOOL OF MUSIC 4 YR UN,PRIVATE,5-INDEPENDENT,11,10.69,30509
2020,420,2760,MANHATTANVILLE COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,320,305.54,937022
2020,6093,2763,MARIA COLLEGE 4 YR,PRIVATE,5-INDEPENDENT,37,26.73,82393
2020,2093,2763,MARIA COLL-REGULAR DAY 2YR UG,PRIVATE,5-INDEPENDENT,25,17.91,50391
2020,2092,2763,MARIA COLL-WEEKEND&EVENING GRAD,PRIVATE,5-INDEPENDENT,2,0.68,1496
2020,1550,21601,MARION S WHELAN PRAC NURSING TRIM,PRIVATE,8-OTHER,2,0.92,4637
2020,440,2765,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,404,383.75,1169169
2020,447,2769,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,163,147.68,519289
2020,8236,42615,MECHON LHOYROA,PRIVATE,9-CHAPTER XXII,21,18.4,74783
2020,505,2777,MEDAILLE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,631,528.08,1607835
2020,2300,2772,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,24,16.97,64486
2020,2100,2772,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2762,2392.1,8498167
2020,7964,31814,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,94,82.24,287631
2020,8237,9335,MESIVTA EASTRN PKWY RABBINICAL CL,PRIVATE,9-CHAPTER XXII,3,2.16,1082
2020,8244,7264,MESIVTA TORAH VODAATH RABBINICAL,PRIVATE,9-CHAPTER XXII,134,137.99,588111
2020,1099,9769,METROPOLITAN COLL OF NEW YORK 4YR,PRIVATE,5-INDEPENDENT,254,215.03,762601
2020,7740,36523,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,242,211.32,713107
2020,8246,4798,MIRRER YESHIVA CENTRAL INSTITUTE,PRIVATE,9-CHAPTER XXII,35,33.55,108038
2020,2105,2871,MOHAWK VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1254,976.63,2849009
2020,500,2775,MOLLOY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,735,657.47,1950087
2020,7518,4799,MONROE COLLEGE ASSOCIATES DEG 2YR,PRIVATE,6-BUS. DEGREE,1448,1254.64,5014753
2020,6018,4799,MONROE COLLEGE BACHELORS DEG 4YR,PRIVATE,6-BUS. DEGREE,1449,1429.9,5273956
2020,7718,4799,MONROE COLLEGE NURSING CERT PROG,PRIVATE,6-BUS. DEGREE,19,12.93,45935
2020,2180,2872,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2569,1873.09,5533258
2020,6030,2859,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,433,364.97,1123860
2020,3030,2859,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,770,596.69,1948097
2020,2110,2778,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,373,335.38,895166
2020,2113,2873,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2367,1792.58,5867316
2020,525,2779,NAZARETH COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,627,584.35,1368621
2020,7722,41188,NEW YORK FILM ACADEMY,PRIVATE,8-OTHER,7,8.93,34844
2020,2120,2782,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,967,901.01,3084101
2020,550,20690,NEW YORK SCHOOL INTERIOR DESIGN,PRIVATE,5-INDEPENDENT,7,4.92,12598
2020,555,2785,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2197,2098.27,7825239
2020,2215,2874,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1048,818.89,2324381
2020,560,2788,NIAGARA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,841,789.32,1953276
2020,2258,7111,NORTH COUNTRY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,274,204.8,635358
2020,8250,2790,NYACK COLLEGE,PRIVATE,9-CHAPTER XXII,18,15.15,61307
2020,575,2790,NYACK COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,226,178.74,656119
2020,2322,35373,NY AUTO AND DIESEL INSTITUTE,PRIVATE,5-INDEPENDENT,107,80.46,247830
2020,2270,25994,NY COLLEGE OF HEALTH PROFESSIONS,PRIVATE,5-INDEPENDENT,40,33.02,88900
2020,6270,25994,NY COLL HEALTH PROF 4YR UG,PRIVATE,5-INDEPENDENT,12,8.15,27991
2020,541,34433,NY COLL TRAD CHINESE MEDICINE,PRIVATE,5-INDEPENDENT,23,13.41,44720
2020,2326,10551,NY SCHOOL MEDICAL & DENTAL ASST,PRIVATE,5-INDEPENDENT,110,83.68,261153
2020,8255,11984,OHR HAMEIR THEOLOGICAL SEMINARY,PRIVATE,9-CHAPTER XXII,35,35.72,116572
2020,2185,2875,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1822,1382.21,4490964
2020,2125,2876,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,836,638.24,1967908
2020,590,2791,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,471,415.28,1377958
2020,591,2791,PACE UNIVERSITY UNDERGRADUATE,PRIVATE,5-INDEPENDENT,439,390.84,1199768
2020,605,30277,PACIFIC COLL OF ORIENTAL MED 2YR,PRIVATE,6-BUS. DEGREE,24,15.08,45142
2020,2140,2795,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,30,27.5,75722
2020,6140,2795,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,184,164.23,430710
2020,6445,6438,PHILLIPS BETH ISRAEL NURSING BA,PRIVATE,5-INDEPENDENT,13,9.17,30630
2020,45,6438,PHILLIPS BETH ISRAEL SCH.NURSING,PRIVATE,5-INDEPENDENT,2,0.76,2356
2020,7699,12358,PLAZA COLLEGE-2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,487,403.1,1589237
2020,6698,12358,PLAZA COLLEGE-BA,PRIVATE,6-BUS. DEGREE,78,57.92,228245
2020,7317,12358,PLAZA TEACH-OUT OF NYCI,PRIVATE,6-BUS. DEGREE,1,0.34,1008
2020,615,2798,PRATT INSTITUTE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,161,150.86,512497
2020,8266,8614,RABBINCAL COL BOBOVER YESHIV BNEI,PRIVATE,9-CHAPTER XXII,241,254.34,1141621
2020,8261,3976,RABBINCL ACAD MESIVTA RABBI CHAIM,PRIVATE,9-CHAPTER XXII,38,40.59,151302
2020,8264,10943,RABBINICAL COLLEGE BETH SHRAGA,PRIVATE,9-CHAPTER XXII,9,8.66,23449
2020,8270,10378,RABBINICAL COLLEGE OF LONG ISLAND,PRIVATE,9-CHAPTER XXII,42,38.96,113801
2020,8272,31292,RABBINICAL COLLEGE OF OHR SHIMON,PRIVATE,9-CHAPTER XXII,170,180.74,820357
2020,8271,42301,RABBINICAL COLL OHR YISROEL,PRIVATE,9-CHAPTER XXII,32,34.63,158367
2020,635,2803,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,544,509.11,1672570
2020,640,2805,ROBERTS WESLEYAN COLL  UG SEMESTE,PRIVATE,5-INDEPENDENT,456,417.36,1001084
2020,650,2806,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2422,2128.66,5959473
2020,2147,2877,ROCKLAND COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,707,561.02,1679402
2020,844,9248,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,6,3.2,7566
2020,840,9248,SAMARITAN HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,2,1.02,2912
2020,845,2813,SARAH LAWRENCE COLL UNDERGRAD,PRIVATE,5-INDEPENDENT,56,54.83,134800
2020,2243,6785,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,561,415.65,1141693
2020,7858,7468,SCHOOL OF VISUAL ARTS UNDERGRAD,PRIVATE,6-BUS. DEGREE,193,189.4,623055
2020,8280,11076,SHOR YOSHUV RABBINICAL COLLEGE,PRIVATE,9-CHAPTER XXII,2,1.62,6960
2020,685,2816,SIENA COLLEGE,PRIVATE,5-INDEPENDENT,828,797.72,1927576
2020,855,2814,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,266,262.77,880652
2020,695,2817,ST BONAVENTURE UNIVERSITY UG,PRIVATE,5-INDEPENDENT,446,419.74,1127456
2020,710,6461,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,36,25.97,81177
2020,715,2820,ST FRANCIS COLLEGE,PRIVATE,5-INDEPENDENT,915,829.34,2930020
2020,735,2821,ST JOHN FISHER COLLEGE UNDERGRAD,PRIVATE,5-INDEPENDENT,824,772.85,1937100
2020,745,6443,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,5-INDEPENDENT,15,8.78,22902
2020,751,2823,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,2975,2870.74,9548979
2020,765,6467,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,5-INDEPENDENT,90,73.08,187384
2020,755,2825,ST JOSEPHS COLL BROOKLYN 4YR UG,PRIVATE,5-INDEPENDENT,329,308.6,1039885
2020,758,2825,ST JOSEPHS COLL PATCHOGUE UG,PRIVATE,5-INDEPENDENT,733,674.06,1857142
2020,762,2825,ST JOSEPHS COLL PATCHOGUE WEEKEND,PRIVATE,5-INDEPENDENT,7,4.75,12544
2020,775,2829,ST LAWRENCE UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,302,280.34,835030
2020,437,12364,ST PAUL'S SCH NURSING,PRIVATE,5-INDEPENDENT,108,83.6,266115
2020,438,12364,ST PAUL'S SCH NURSING MED ASSIST,PRIVATE,5-INDEPENDENT,85,63.99,181661
2020,838,9479,ST PAUL'S SCH NURSING MED/DENTAL,PRIVATE,5-INDEPENDENT,127,99.3,302560
2020,836,9479,ST PAUL'S SCH NURSING SI,PRIVATE,5-INDEPENDENT,101,78.93,259798
2020,455,12203,ST PETERS HOSP COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,4,2.04,5036
2020,830,2832,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,253,230.68,799470
2020,900,2841,SUC BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,2420,2149.47,5410743
2020,905,2842,SUC BUFFALO (UNDERGRAD),PUBLIC,3-SUNY SO,3511,3011.96,9478072
2020,960,2668,SUC CERAMICS AT ALFRED UNIV 4YR U,PUBLIC,3-SUNY SO,117,107.73,244219
2020,910,2843,SUC CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,2190,2022.47,4923958
2020,916,10286,SUC EMPIRE STATE (2 YR UNDERGRAD),PUBLIC,3-SUNY SO,165,117.07,382949
2020,913,10286,SUC EMPIRE STATE (UNDERGRAD),PUBLIC,3-SUNY SO,1426,1082.93,3331903
2020,950,2851,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,463,426.47,976345
2020,915,2844,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,1646,1510.63,3906736
2020,920,2845,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,1558,1448.53,3502931
2020,925,2846,SUC NEW PALTZ (UNDERGRAD),PUBLIC,3-SUNY SO,2468,2218.87,6524217
2020,965,7109,SUC OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,2046,1766.34,5325766
2020,930,2847,SUC ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,2248,2114.7,5659122
2020,935,2848,SUC OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,2700,2477.38,6834972
2020,945,2850,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,1348,1218.29,3428241
2020,970,6791,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,1283,1175.34,3289995
