Academic Year,TAP College Code,Federal School Code,TAP College Name ,Sector Type,TAP Sector Group,TAP Recipient Headcount,TAP Recipient FTEs,TAP Recipient Dollars
2009,3010,2855,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,1609,1321.08,3939787
2009,6020,2857,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,348,288,761638
2009,3020,2857,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,1386,1200.71,3597591
2009,6025,2858,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,1382,1136.38,3073781
2009,3025,2858,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,846,684.71,1871982
2009,5536,2839,SUNY DOWNSTATE MED CENTER GRAD,PUBLIC,3-SUNY SO,7,6.5,3390
2009,4886,2839,SUNY DOWNSTATE MEDICAL CENTER,PUBLIC,3-SUNY SO,90,77.25,248371
2009,5535,2839,SUNY DOWNSTATE MEDICAL CENTER MED,PUBLIC,3-SUNY SO,205,192.5,82142
2009,955,2853,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,411,367,923938
2009,5460,2853,SUNY MARITIME COLLEGE GRAD,PUBLIC,3-SUNY SO,6,4,1962
2009,5610,2849,SUNY PLATTSBURGH GRAD,PUBLIC,3-SUNY SO,62,47.75,18146
2009,940,2849,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,2746,2460,5855901
2009,5695,11678,SUNY POLYTECHNIC INST GRAD,PUBLIC,3-SUNY SO,19,14,5746
2009,4975,11678,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,940,769.33,1894150
2009,875,2838,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,6976,6411.96,20282641
2009,5430,2838,SUNY STONY BROOK GRAD,PUBLIC,3-SUNY SO,246,206.25,67335
2009,5431,2838,SUNY STONY BROOK MED-DENT,PUBLIC,3-SUNY SO,75,71.5,32488
2009,890,2840,SUNY UPSTATE MEDICAL UNIVERSITY,PUBLIC,3-SUNY SO,99,93.75,218202
2009,5540,2840,SUNY UPSTATE MEDICAL UNIV. (GRAD),PUBLIC,3-SUNY SO,158,145,62362
2009,2320,21700,SWEDISH INSTITUTE 2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,223,181.75,565124
2009,5920,21700,SWEDISH INSTITUTE GRAD,PRIVATE,6-BUS. DEGREE,11,11,5338
2009,5120,2882,SYRACUSE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,90,70.75,23125
2009,5575,2882,SYRACUSE UNIVERSITY LAW,PRIVATE,5-INDEPENDENT,38,34.5,13810
2009,985,2882,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,2959,2804.08,8350257
2009,1022,2883,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,1251,1127.17,3113110
2009,5820,2883,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,26,22,6298
2009,7830,11031,TECHNICAL CAREER INSTITUTES,PRIVATE,6-BUS. DEGREE,4574,3480.08,13853992
2009,210,6448,THE BELANGER SCHOOL OF NURSING,PRIVATE,5-INDEPENDENT,26,18.5,42342
2009,355,40953,THE KING'S COLLEGE,PRIVATE,5-INDEPENDENT,14,13,35640
2009,535,20662,THE NEW SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,592,532.25,1781062
2009,5050,20662,THE NEW SCHOOL- GRAD,PRIVATE,5-INDEPENDENT,44,35.5,15290
2009,5325,2810,THE SAGE COLLEGE GRAD,PRIVATE,5-INDEPENDENT,41,33.75,13762
2009,675,2810,THE SAGE COLLEGES 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,771,680.92,1884745
2009,2260,6788,TOMPKINS CORTLAND COMM COLLEGE,PUBLIC,4-SUNY CC,1937,1503.25,3219614
2009,865,10142,TOURO COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4471,3406.58,12761769
2009,5866,10142,TOURO COLLEGE LAW SCHOOL,PRIVATE,5-INDEPENDENT,73,66,24840
2009,5345,10142,TOURO COLLEGE-MASTERS PROGRAMS,PRIVATE,5-INDEPENDENT,131,96,34280
2009,5835,17230,TRI-STATE COLLEGE OF ACUPUNCTURE,PRIVATE,6-BUS. DEGREE,14,11.5,4468
2009,2144,2812,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,590,426.13,1315844
2009,2230,2880,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1143,902.17,1886814
2009,990,2889,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,354,333.5,903226
2009,1015,2894,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,1044,1006.83,2559583
2009,5141,4828,UNIV OF ROCHESTER EASTMAN GRAD,PRIVATE,5-INDEPENDENT,7,6,3209
2009,1016,2894,UNIV OF ROCHESTER EASTMAN UG,PRIVATE,5-INDEPENDENT,27,26.5,65775
2009,5545,24601,UNIV OF ROCHESTER - MED SCHOOL,PRIVATE,5-INDEPENDENT,37,34.5,15010
2009,5140,2894,UNIV OF ROCHESTER RIVER CAMP GRAD,PRIVATE,5-INDEPENDENT,9,7.5,1238
2009,5546,24601,UNIV OF ROCHESTER - SCHOOL OF M&D,PRIVATE,5-INDEPENDENT,3,3,1031
2009,7870,9077,UTICA SCHOOL OF COMMERCE,PRIVATE,6-BUS. DEGREE,407,311.17,1092243
2009,1030,2895,VASSAR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,221,205.5,555125
2009,2235,2665,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,742,610.21,2262960
2009,2158,2896,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,161,127.33,429694
2009,2188,2896,VILLA MARIA COLL OF BUFFALO 4YR,PRIVATE,5-INDEPENDENT,173,148.5,412456
2009,1040,2899,WAGNER COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,333,319.75,820738
2009,5410,2899,WAGNER COLLEGE GRAD,PRIVATE,5-INDEPENDENT,6,4.75,1606
2009,1050,2901,WELLS COLLEGE,PRIVATE,5-INDEPENDENT,271,254.75,609404
2009,2160,2881,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3460,2603,6087250
2009,7895,7405,WOOD TOBE-COBURN SCHOOL,PRIVATE,6-BUS. DEGREE,480,386.5,1575932
2009,5155,9895,YESHIVA UNIV EINSTEIN COL MED,PRIVATE,5-INDEPENDENT,76,72.75,32852
2009,1085,2903,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,274,255.25,804348
2009,5151,9895,YESHIVA UNIV GRAD/PROFESSIONAL,PRIVATE,5-INDEPENDENT,115,105,42782
2009,5180,9895,YESHIVA UNIV-WURZWEILER (BLOCK),PRIVATE,5-INDEPENDENT,3,1.67,479
2008,10,2666,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2032,1796.79,4930182
2008,5000,2666,ADELPHI UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,131,106.25,38378
2008,2000,2860,ADIRONDACK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1454,1100.75,1886539
2008,995,2885,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,440,415.5,860492
2008,5795,2885,ALBANY COLLEGE OF PHARMACY GRAD,PRIVATE,5-INDEPENDENT,71,68.5,23756
2008,5470,2886,ALBANY LAW SCHOOL GRAD,PRIVATE,5-INDEPENDENT,108,98,39074
2008,5475,2887,ALBANY MEDICAL COLLEGE,PRIVATE,5-INDEPENDENT,64,57.5,28138
2008,5477,2887,ALBANY MEDICAL COLLEGE (GRAD),PRIVATE,5-INDEPENDENT,2,2,625
2008,20,2668,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,635,572,1439750
2008,5200,2668,ALFRED UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,29,27,9174
2008,7952,10813,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,46,33,124512
2008,1075,7465,AMERICAN ACAD OF DRAMATIC ARTS,PRIVATE,6-BUS. DEGREE,15,13.5,42788
2008,25,6435,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,13,9.67,29401
2008,1620,6435,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,6,4.25,7111
2008,7826,17163,ART INSTITUTE OF NEW YORK CITY,PRIVATE,6-BUS. DEGREE,722,524.25,1983262
2008,7725,30955,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,3710,3006.21,12804506
2008,5550,2669,BANK ST COLL OF EDUC,PRIVATE,5-INDEPENDENT,16,12,3309
2008,35,2671,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,209,198.75,565058
2008,5745,2671,BARD COLLEGE- GRAD,PRIVATE,5-INDEPENDENT,12,10.5,4167
2008,155,2708,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,332,321,1085099
2008,1607,21925,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,12,6.33,15168
2008,7030,8556,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,334,197.58,750484
2008,6730,8556,BERKELEY COLLEGE 4YR,PRIVATE,6-BUS. DEGREE,1316,992.08,3803990
2008,7031,7394,BERKELEY COLL OF NYC - EVE 2YR UG,PRIVATE,6-BUS. DEGREE,193,122,443806
2008,6731,7394,BERKELEY COLL OF NYC-EVE 4YR UG,PRIVATE,6-BUS. DEGREE,513,344.5,1147630
2008,7035,7421,BERKELEY COLL OF WHITE PLAINS 2YR,PRIVATE,6-BUS. DEGREE,61,39.67,151153
2008,6735,7421,BERKELEY COLL OF WHITE PLAINS 4YR,PRIVATE,6-BUS. DEGREE,366,297.67,953397
2008,6736,7421,BERKELEY COLL OF WHITE PLAINS EVE,PRIVATE,6-BUS. DEGREE,59,40.83,140544
2008,7036,7421,BERKELEY COLL OF WHITE PLAINS EVE,PRIVATE,6-BUS. DEGREE,13,8,26859
2008,2262,13029,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1081,830.92,3409791
2008,5785,13029,BORICUA COLLEGE - GRAD,PRIVATE,5-INDEPENDENT,24,20.5,5338
2008,55,21068,BRAMSON ORT COLLEGE,PRIVATE,5-INDEPENDENT,682,549.75,2323840
2008,7264,20757,BRIARCLIFFE COLL-BOHEMIA 2YR,PRIVATE,6-BUS. DEGREE,355,285.5,963362
2008,6262,20757,BRIARCLIFFE COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,433,365.83,1180297
2008,7262,20757,BRIARCLIFFE COLL WOODBURY 2YR,PRIVATE,6-BUS. DEGREE,392,315.88,1147578
2008,5480,2677,BROOKLYN LAW SCHOOL,PRIVATE,5-INDEPENDENT,142,127,57558
2008,2025,2862,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2705,2083.92,3724161
2008,7730,2678,BRYANT & STRATTON ALBANY,PRIVATE,6-BUS. DEGREE,641,520.25,2031074
2008,6732,2678,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,133,94,292280
2008,7732,2678,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,1483,1122.83,4295060
2008,7734,2678,BRYANT & STRATTON ROCHESTER,PRIVATE,6-BUS. DEGREE,640,493.83,1882172
2008,7736,2678,BRYANT & STRATTON SYRACUSE,PRIVATE,6-BUS. DEGREE,1147,913.83,3467830
2008,7720,25729,BUSINESS INFORMATICS,PRIVATE,6-BUS. DEGREE,74,54.67,177431
2008,90,2681,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1682,1592.75,3642266
2008,5210,2681,CANISIUS COLLEGE GRAD,PRIVATE,5-INDEPENDENT,73,47.25,14547
2008,2005,2861,CAYUGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1566,1207.33,2576762
2008,2035,2685,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,580,541.17,1496073
2008,7924,21760,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,37,27.5,15069
2008,120,2699,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1039,968.75,2186090
2008,5220,2699,CLARKSON UNIVERSITY- GRAD,PRIVATE,5-INDEPENDENT,22,16.5,7122
2008,2036,6787,CLINTON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,875,681.29,1325090
2008,125,2701,COLGATE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,235,228.5,578356
2008,140,2705,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,1568,1426,3175527
2008,5235,2705,COLLEGE OF SAINT ROSE GRAD,PRIVATE,5-INDEPENDENT,60,40.5,13415
2008,5355,2704,COLL OF NEW ROCHELLE GRAD,PRIVATE,5-INDEPENDENT,5,3.5,1688
2008,136,2704,COLL OF NEW ROCHELLE NEW RESOURCE,PRIVATE,5-INDEPENDENT,2978,2394.46,8418145
2008,7124,5208,COLL WESTCHESTER 2YR,PRIVATE,6-BUS. DEGREE,556,513.92,1890432
2008,7121,5208,COLL WESTCHESTER 2YR EVE,PRIVATE,6-BUS. DEGREE,226,164.42,579591
2008,6124,5208,COLL WESTCHESTER 4YR BBA DAY,PRIVATE,6-BUS. DEGREE,41,38.58,130070
2008,6121,5208,COLL WESTCHESTER 4YR BBA EVE,PRIVATE,6-BUS. DEGREE,41,35.5,95112
2008,130,2703,COL OF MT ST VINCENT 4YR SEM,PRIVATE,5-INDEPENDENT,821,757.33,2334299
2008,2038,6789,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,728,569.25,1092722
2008,5020,2707,COLUMBIA U GRADUATE PROGRAMS,PRIVATE,5-INDEPENDENT,63,57,24116
2008,171,2707,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,171,140.83,429958
2008,150,2707,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,312,309.5,996242
2008,5660,2707,COLUMBIA UNIV  ARCHITECTURE GRAD,PRIVATE,5-INDEPENDENT,13,12.5,6875
2008,5025,2707,COLUMBIA UNIV ARTS GRAD,PRIVATE,5-INDEPENDENT,34,32.5,15518
2008,5465,2707,COLUMBIA UNIV BUSINESS GRAD,PRIVATE,5-INDEPENDENT,7,6.5,3338
2008,5485,2707,COLUMBIA  UNIV COLL MEDICINE,PRIVATE,5-INDEPENDENT,24,22,10912
2008,5487,2707,COLUMBIA UNIV DENTISTRY GRAD,PRIVATE,5-INDEPENDENT,24,22.5,9005
2008,5655,2707,COLUMBIA  UNIV ENGINEER GRAD,PRIVATE,5-INDEPENDENT,3,1.5,588
2008,5240,2707,COLUMBIA UNIV INTL AFFAIRS GRAD,PRIVATE,5-INDEPENDENT,17,14.5,6180
2008,5490,2707,COLUMBIA UNIV JOURNALISM GRAD,PRIVATE,5-INDEPENDENT,7,7,2900
2008,5495,2707,COLUMBIA UNIV LAW GRAD,PRIVATE,5-INDEPENDENT,41,39.5,18396
2008,5486,2707,COLUMBIA UNIV NURSING GRAD,PRIVATE,5-INDEPENDENT,17,15.5,6795
2008,166,2707,COLUMBIA UNIV NURSING PROG,PRIVATE,5-INDEPENDENT,4,3.5,7990
2008,5489,2707,COLUMBIA UNIV PHYSICAL/OCCUP THER,PRIVATE,5-INDEPENDENT,17,14.25,6872
2008,5488,2707,COLUMBIA UNIV PUB HEALTH/NUTRITIO,PRIVATE,5-INDEPENDENT,24,19.75,7098
2008,168,2707,COLUMBIA UNIV SCH ENGINEERING,PRIVATE,5-INDEPENDENT,150,147,464807
2008,5505,2707,COLUMBIA UNIV SOC WORK GRAD,PRIVATE,5-INDEPENDENT,42,37.5,16676
2008,5021,3979,COLUMBIA U TEACHERS COL GRAD,PRIVATE,5-INDEPENDENT,88,66,23660
2008,2040,2709,CONCORDIA COLLEGE,PRIVATE,5-INDEPENDENT,288,256.25,746087
2008,170,2710,COOPER UNION ADVNCMT SCI ART,PRIVATE,5-INDEPENDENT,116,109.5,297650
2008,5510,4762,CORNELL U MEDICAL COLLEGE,PRIVATE,5-INDEPENDENT,20,17.5,7788
2008,175,2711,CORNELL UNIVERSITY,PRIVATE,5-INDEPENDENT,1310,1012.5,2759710
2008,5030,2711,CORNELL UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,25,19.5,7486
2008,5665,2711,CORNELL UNIVERSITY- VET MED,PUBLIC,3-SUNY SO,47,45.5,20632
2008,5035,2711,CORNELL UNIV.-JOHNSON GRAD SCHOOL,PRIVATE,5-INDEPENDENT,4,4,2200
2008,5033,2711,CORNELL UNIV LAW SCHOOL,PRIVATE,5-INDEPENDENT,10,9.5,2866
2008,174,2711,CORNELL UNIV STATUTORY COLLEGES,PUBLIC,3-SUNY SO,937,662,1766812
2008,2042,2863,CORNING COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1698,1273.96,2727345
2008,190,6445,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,93,65.67,164821
2008,2045,7304,CULINARY INSTITUTE OF AMERICA 2YR,PRIVATE,5-INDEPENDENT,253,205,525382
2008,6045,7304,CULINARY INSTITUTE OF AMERICA 4YR,PRIVATE,5-INDEPENDENT,69,66.33,156895
2008,1409,7273,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5551,4746.71,13696214
2008,5645,7273,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,52,40,15620
2008,1400,2692,CUNY BRONX CC,PUBLIC,2-CUNY CC,3501,2290,5228721
2008,1410,2687,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5506,4420.58,12738123
2008,5205,2687,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,93,68,25894
2008,1411,2688,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5581,4619.29,13741024
2008,5215,2688,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,51,37.5,17483
2008,1417,2698,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,5372,3910.33,10346648
2008,5672,2698,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,9,5.5,1798
2008,5620,4765,CUNY GRAD SCH AND UNIV CENTER,PUBLIC,1-CUNY SR,89,73,29543
2008,1420,4765,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,94,57.71,141053
2008,1412,7022,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4484,3527.5,10545918
2008,5271,7022,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,74,59,17124
2008,1401,8611,CUNY HOSTOS CC,PUBLIC,2-CUNY CC,2306,1519.63,3570409
2008,1413,2689,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5933,5033.25,13931550
2008,5270,2689,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,160,118,43129
2008,1414,2693,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,7030,5637.71,16310593
2008,5216,2693,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,59,41.5,13756
2008,1402,2694,CUNY KINGSBOROUGH CC,PUBLIC,2-CUNY CC,6217,4460.83,9408812
2008,1403,10051,CUNY LAGUARDIA CC,PUBLIC,2-CUNY CC,4926,3330.38,7361678
2008,1404,2691,CUNY MANHATTAN CC,PUBLIC,2-CUNY CC,8966,6130.71,13243406
2008,1415,10097,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,3006,2081.79,6536154
2008,1405,2696,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,6486,4508.54,13898447
2008,1407,2697,CUNY QUEENSBOROUGH CC,PUBLIC,2-CUNY CC,4387,3064.08,6341403
2008,1416,2690,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5885,4833.79,13521671
2008,5395,2690,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,96,69.5,26224
2008,5396,2690,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,29,24.75,8860
2008,1418,4759,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3192,2526.38,7538019
2008,5418,4759,CUNY YORK COLLEGE GRAD,PUBLIC,1-CUNY SR,10,7,2894
2008,670,2808,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,956,856.88,2074902
2008,5775,2808,DAEMEN COLLEGE GRAD,PRIVATE,5-INDEPENDENT,37,32,11760
2008,2265,21691,DAVIS COLLEGE,PRIVATE,5-INDEPENDENT,115,99.5,273388
2008,6315,10727,DEVRY COLLEGEE OF NEW YORK 4YR,PRIVATE,6-BUS. DEGREE,569,482.75,1689298
2008,2315,10727,DEVRY COLLEGE OF NEW YORK 2YR,PRIVATE,6-BUS. DEGREE,83,60,223462
2008,2050,2713,DOMINICAN COLLEGE BLAUVELT 4YR UG,PRIVATE,5-INDEPENDENT,511,456,1290778
2008,2051,2713,DOMINICAN COLLEGE-WEEKEND 4YR UG,PRIVATE,5-INDEPENDENT,11,6,19271
2008,515,22178,DOROTHEA HOPFER SCHOOL OF NURSING,PRIVATE,5-INDEPENDENT,16,9,19921
2008,11,2667,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1084,927.42,2682993
2008,5011,2667,DOWLING COLLEGE GRAD,PRIVATE,5-INDEPENDENT,36,26,7650
2008,2053,2864,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1696,1337.33,2119983
2008,195,2712,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,738,638,1569447
2008,5720,2712,D'YOUVILLE COLLEGE-GRAD,PRIVATE,5-INDEPENDENT,62,50.75,20940
2008,7260,9043,ELMIRA BUSINESS INST,PRIVATE,6-BUS. DEGREE,396,307.75,1137693
2008,215,2718,ELMIRA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,415,381,843942
2008,7510,22195,EMPIRE EDUC CORP (MILDRED ELLEY),PRIVATE,6-BUS. DEGREE,539,448.5,1718177
2008,2065,10684,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6273,4749.25,9271450
2008,7845,4811,EVEREST INSTITUTE,PRIVATE,6-BUS. DEGREE,1311,895.25,3662683
2008,999,2834,EXCELSIOR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,126,75.75,204250
2008,5799,2834,EXCELSIOR COLLEGE GRAD,PRIVATE,5-INDEPENDENT,2,1,312
2008,2070,2866,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1098,967.25,1910191
2008,5750,2866,FASHION INST TECHNOLOGY-GRAD,PUBLIC,4-SUNY CC,2,1.5,289
2008,975,2866,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,769,669.63,1789223
2008,2256,7532,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2362,1891.17,3497432
2008,847,21601,FINGER LAKES HEALTH COLL NURSING,PRIVATE,5-INDEPENDENT,11,6.75,22792
2008,2075,12561,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,592,510.5,1400788
2008,451,2722,FORDHAM LIBERAL STUDIES TARRYTOWN,PRIVATE,5-INDEPENDENT,50,25.75,84479
2008,450,2722,FORDHAM LIBERAL STUD MC SEMESTER,PRIVATE,5-INDEPENDENT,4,3.5,6603
2008,5042,2722,FORDHAM U GRAD BUS ADMIN,PRIVATE,5-INDEPENDENT,14,8,1812
2008,245,2722,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,1921,1772.25,5683413
2008,5040,2722,FORDHAM UNIVERSITY - GRADUATE,PRIVATE,5-INDEPENDENT,129,117,35940
2008,5580,2722,FORDHAM U SCHOOL OF LAW,PRIVATE,5-INDEPENDENT,106,96,43628
2008,7903,33283,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,660,565.67,2590390
2008,2240,2867,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,1149,887.79,1753809
2008,2310,34044,GAMLA COLLEGE,PRIVATE,5-INDEPENDENT,333,332,1600684
2008,2252,6782,GENESEE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2417,1942.42,3821792
2008,1631,5176,GLENS FALLS HOSP SCH RAD TEC,PRIVATE,8-OTHER,3,1.08,2575
2008,7880,22652,GLOBAL BUSINESS INSTITUTE,PRIVATE,7-BUS. NON-DEG,978,680,2815501
2008,6936,25408,GLOBE INSTITUTE OF TECHNOLOGY 4YR,PRIVATE,6-BUS. DEGREE,137,121,482142
2008,7936,25408,GLOBE INST TECH 2YR,PRIVATE,6-BUS. DEGREE,303,234.25,979016
2008,5600,38813,GRADUATE COLLEGE UNION UNIVERSITY,PRIVATE,5-INDEPENDENT,16,13,4989
2008,270,2728,HAMILTON COLLEGE,PRIVATE,5-INDEPENDENT,220,216,543998
2008,1668,11527,HARLEM HOSPITAL-RAD TECH,PRIVATE,8-OTHER,17,13.17,32543
2008,285,2729,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,549,518,1246810
2008,287,10153,HELENE FULD SCHOOL REG NURSING,PRIVATE,5-INDEPENDENT,101,60.17,153621
2008,2254,4788,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1909,1540.29,2884337
2008,2083,2735,HILBERT COLLEGE,PRIVATE,5-INDEPENDENT,581,499.25,1305560
2008,295,2731,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,486,471.5,1182016
2008,5095,2731,HOBART AND WILLIAM SMITH COLLS GR,PRIVATE,5-INDEPENDENT,3,3,700
2008,300,2732,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2082,1842.54,5119330
2008,5265,2732,HOFSTRA UNIV GRAD,PRIVATE,5-INDEPENDENT,69,46,13964
2008,5268,2732,HOFSTRA UNIV GRAD LAW SCHOOL,PRIVATE,5-INDEPENDENT,97,77.25,31728
2008,305,2734,HOUGHTON COLLEGE,PRIVATE,5-INDEPENDENT,573,531.08,1241003
2008,2080,2868,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3853,2959.38,4545089
2008,7440,12107,INST OF DESIGN & CONSTRUCTION,PRIVATE,6-BUS. DEGREE,57,40,162486
2008,325,2737,IONA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1351,1269.75,3397069
2008,5640,2737,IONA COLLEGE GRAD,PRIVATE,5-INDEPENDENT,12,8.67,3295
2008,5642,2737,IONA COLLEGE GRAD SECONDARY EDUC,PRIVATE,5-INDEPENDENT,5,3.5,1193
2008,327,2737,IONA COLL UNDERGRAD EVENING TRIME,PRIVATE,5-INDEPENDENT,16,11.67,23685
2008,1535,21579,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,27,26,68168
2008,2275,7375,ISLAND DRAFTING & TECHNICAL INST.,PRIVATE,6-BUS. DEGREE,112,108.5,277838
2008,330,2739,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,1423,1353.25,3292112
